temperature_c,rain_probability,wind_speed_kph,month,is_good_day
18.7,0.08,2.2,2,1
17.4,0.02,18.3,1,1
29.7,0.17,13.1,4,1
20.9,0.12,6.5,3,1
9.0,0.54,19.8,1,0
1.5,0.07,0.0,12,0
22.7,0.33,12.3,3,0
20.5,0.24,14.9,2,1
7.0,0.52,18.5,1,0
28.3,0.13,7.6,10,1
30.3,0.37,7.8,4,1
30.9,0.7,12.9,6,0
18.4,0.33,5.9,1,1
13.8,0.21,7.7,12,1
10.7,0.25,4.4,1,1
17.0,0.31,7.4,2,1
4.3,0.1,18.2,12,0
40.7,0.11,17.2,7,0
22.2,0.38,3.0,2,1
34.4,0.56,18.0,7,0
28.0,0.21,7.3,4,1
19.5,0.49,7.6,4,0
32.7,0.25,17.5,4,0
18.6,0.79,6.7,9,0
26.3,0.36,5.1,6,1
29.7,0.22,13.1,4,1
43.4,0.77,18.4,7,1
14.3,0.03,16.1,10,1
28.8,0.85,11.9,8,0
36.4,0.39,8.7,4,0
22.5,0.3,10.6,12,1
17.4,0.43,13.1,1,0
30.2,0.27,13.3,7,1
16.4,0.03,5.7,2,1
21.7,0.72,1.2,10,0
27.2,0.11,4.4,5,1
13.2,0.07,5.1,1,1
14.8,0.57,10.5,9,0
17.8,0.22,12.6,2,1
16.1,0.06,19.4,4,1
22.3,0.1,14.3,2,0
19.2,0.18,7.0,1,1
20.2,0.24,13.4,3,1
22.0,0.1,10.4,8,1
28.9,0.14,0.9,4,1
31.5,0.33,9.1,6,1
28.2,0.22,10.2,3,1
16.5,0.1,13.6,11,1
33.5,0.44,25.5,5,0
28.0,0.27,7.5,4,1
19.6,0.14,5.9,4,1
22.5,0.46,8.5,2,0
19.7,0.24,19.6,4,1
25.3,0.46,15.5,8,0
19.8,0.24,11.1,1,1
26.9,0.66,15.2,8,0
15.7,0.14,11.2,1,1
9.8,0.12,9.2,11,0
17.3,0.05,17.1,2,1
29.8,0.46,0.0,7,0
24.7,0.25,27.8,9,1
35.7,0.37,4.9,5,1
23.7,0.13,14.2,9,1
14.0,0.08,6.2,2,1
22.1,0.69,13.2,9,0
30.3,0.16,12.9,5,1
14.4,0.02,8.7,10,1
27.8,0.05,13.5,5,1
27.7,0.48,12.2,5,0
26.9,0.19,19.4,2,1
32.5,0.62,17.6,8,0
21.2,0.56,9.6,11,1
25.4,0.23,14.7,6,1
21.5,0.56,11.9,10,0
32.7,0.24,16.0,4,1
6.8,0.1,9.1,12,0
12.4,0.34,10.9,11,1
21.6,0.08,11.9,10,1
13.8,0.41,21.8,11,0
37.6,0.26,21.2,5,0
12.5,0.13,14.8,12,1
12.2,0.17,11.6,12,1
11.5,0.49,13.7,12,0
23.5,0.07,24.6,5,1
22.3,0.45,23.6,2,0
28.2,0.46,8.8,7,0
20.8,0.1,18.5,3,1
13.8,0.02,13.2,1,1
37.3,0.65,11.3,6,0
19.7,0.84,11.9,9,0
30.2,0.3,15.2,5,1
29.2,0.19,16.1,4,1
15.9,0.2,11.3,12,1
17.9,0.3,7.8,2,1
26.7,0.51,7.5,7,0
15.3,0.07,16.4,1,1
27.0,0.8,12.0,3,0
13.0,0.39,10.8,11,1
25.6,0.2,5.2,4,1
15.4,0.04,20.9,11,1
32.4,0.53,7.1,8,0
22.5,0.21,2.2,11,1
29.7,0.8,17.6,9,0
15.5,0.2,14.2,10,1
31.2,0.48,13.9,7,0
12.8,0.48,2.2,11,0
24.8,0.44,8.3,8,0
31.7,0.38,10.2,7,1
22.5,0.19,10.2,10,1
16.5,0.19,11.1,1,0
28.6,0.62,13.0,3,1
10.8,0.44,12.3,1,0
19.0,0.2,6.8,9,1
32.5,0.37,8.3,5,1
19.5,0.26,21.3,2,1
18.9,0.39,16.6,12,1
25.5,0.79,9.2,6,0
30.2,0.34,15.9,5,1
22.7,0.28,23.0,8,0
29.1,0.2,0.0,4,1
13.8,0.34,19.7,12,1
18.1,0.37,26.2,8,1
21.8,0.2,9.7,8,1
15.7,0.25,12.6,1,1
24.5,0.21,16.6,11,1
9.9,0.46,13.4,12,0
30.1,0.12,13.8,5,1
35.6,0.25,13.1,7,1
9.5,0.17,15.2,2,0
9.9,0.11,8.8,11,0
23.5,0.1,5.8,8,1
15.7,0.17,16.4,11,1
28.5,0.17,9.8,9,1
19.3,0.59,6.3,5,0
14.9,0.01,15.2,3,1
12.1,0.19,23.3,12,1
24.8,0.39,19.8,4,1
14.6,0.1,6.1,3,1
32.7,0.23,18.9,7,1
22.3,0.27,14.4,3,1
23.6,0.2,15.3,3,1
24.5,0.15,13.9,4,1
34.4,0.09,0.0,5,1
22.6,0.83,6.1,9,0
17.8,0.52,12.1,3,0
21.6,0.29,17.5,2,1
36.8,0.06,15.1,5,0
13.5,0.09,5.2,1,1
23.7,0.24,7.7,9,1
29.0,0.69,16.9,7,0
33.6,0.72,7.8,7,0
16.7,0.28,13.1,1,1
24.6,0.22,13.5,9,1
4.0,0.22,26.6,12,0
18.8,0.2,9.5,11,1
16.0,0.08,9.1,1,1
25.2,0.69,13.5,8,0
26.0,0.57,3.4,10,0
35.1,0.06,13.6,4,1
27.9,0.17,18.4,7,1
1.6,0.61,3.4,1,0
20.7,0.45,10.1,12,0
21.1,0.76,19.3,8,0
26.7,0.42,6.6,7,0
8.0,0.01,21.7,10,0
31.0,0.27,21.7,6,0
4.1,0.53,9.0,12,0
21.4,0.1,20.4,10,1
35.0,0.08,13.2,6,1
35.0,0.11,21.2,5,1
20.7,0.16,9.0,2,1
36.4,0.44,18.7,7,0
19.2,0.15,11.6,3,1
19.4,0.88,25.1,8,0
26.6,0.03,13.7,1,1
31.5,0.89,10.0,6,0
29.6,0.78,6.2,8,0
19.3,0.17,11.1,12,0
13.5,0.12,12.8,1,1
37.6,0.58,18.3,6,0
26.8,0.2,6.6,4,1
21.1,0.25,11.7,10,1
32.7,0.08,20.1,6,1
26.9,0.05,12.8,5,1
27.3,0.2,3.8,5,1
9.5,0.19,12.3,1,0
22.9,0.36,14.1,3,1
36.5,0.63,20.1,6,0
12.5,0.26,8.7,2,1
6.0,0.73,17.8,1,0
24.2,0.93,2.2,6,0
18.3,0.27,11.6,11,1
18.9,0.08,4.8,3,1
37.8,0.07,9.3,4,0
21.2,0.18,25.9,10,1
13.7,0.19,15.3,10,1
25.9,0.45,12.9,8,0
15.1,0.24,12.4,10,0
10.5,0.06,9.8,12,1
27.9,0.4,20.3,3,1
25.7,0.62,11.0,6,1
25.2,0.22,6.8,4,1
16.1,0.39,3.8,2,1
28.0,0.68,11.9,6,0
13.0,0.3,14.0,1,1
20.6,0.48,9.4,3,0
26.7,0.38,6.7,6,1
22.6,0.35,2.5,9,1
28.7,0.52,15.6,8,0
17.4,0.17,4.6,11,1
15.0,0.12,15.1,11,1
21.1,0.1,10.4,3,1
14.2,0.26,12.3,12,1
15.0,0.5,6.5,11,0
13.6,0.3,5.6,3,1
14.6,0.25,10.8,1,1
25.9,0.21,7.2,6,1
13.6,0.53,18.0,11,0
14.1,0.41,12.9,3,0
27.0,0.14,0.0,8,1
13.1,0.32,9.5,12,1
34.0,0.16,26.4,4,1
9.4,0.57,14.0,11,0
29.0,0.19,5.9,8,1
14.4,0.14,4.4,11,1
12.6,0.28,9.4,12,1
17.7,0.79,12.0,9,0
19.2,0.07,18.6,3,1
29.6,0.58,7.5,8,0
18.2,0.38,10.6,1,1
11.7,0.46,7.7,12,0
32.8,0.03,11.6,5,1
14.3,0.3,17.7,11,1
10.7,0.18,3.1,1,1
19.3,0.14,11.9,12,1
27.4,0.28,20.3,3,1
22.4,0.08,25.8,4,1
27.3,0.44,11.9,8,0
35.5,0.55,13.9,6,0
26.1,0.49,16.6,8,0
19.0,0.23,6.1,3,1
23.9,0.24,11.7,8,1
23.9,0.57,8.3,11,0
8.6,0.25,10.6,11,0
32.2,0.07,5.1,5,1
16.5,0.04,7.6,2,1
18.0,0.6,9.3,9,0
5.4,0.44,19.1,12,0
8.3,0.12,22.7,10,0
17.9,0.19,17.7,3,1
22.6,0.26,4.7,7,1
25.1,0.1,9.9,5,1
26.2,0.37,4.6,4,0
39.3,0.62,7.3,7,0
20.9,0.12,9.9,9,1
13.1,0.19,12.3,2,1
